"Month","Date","State","TotalSamples","Negative","Positive"
"2020-06","2020-06-20","Meghalaya",15346,,43
"2020-06","2020-06-20","Mizoram",8284,,140
"2020-06","2020-06-20","Nagaland",9128,,201
"2020-06","2020-06-20","Odisha",219774,,4856
"2020-06","2020-06-20","Puducherry",12409,11866,353
"2020-06","2020-06-20","Punjab",235700,,3952
"2020-06","2020-06-20","Rajasthan",683017,664383,14537
"2020-06","2020-06-20","Sikkim",7183,6932,70
"2020-06","2020-06-20","Tamil Nadu",861211,803824,56845
"2020-06","2020-06-20","Telangana",53757,46685,7072
"2020-06","2020-06-20","Tripura",53905,52716,1189
"2020-06","2020-06-20","Uttar Pradesh",542972,,17135
"2020-06","2020-06-20","Uttarakhand",54512,45131,2278
"2020-06","2020-06-20","West Bengal",390942,,13531
"2020-06","2020-06-21","Andaman and Nicobar Islands",13434,,48
"2020-06","2020-06-21","Andhra Pradesh",676828,667899,8929
"2020-06","2020-06-21","Arunachal Pradesh",19154,17100,139
"2020-06","2020-06-21","Assam",288306,,5388
"2020-06","2020-06-21","Bihar",156926,,7602
"2020-06","2020-06-21","Chandigarh",6677,6243,404
"2020-06","2020-06-21","Chhattisgarh",126246,121044,2273
"2020-06","2020-06-21","Dadra and Nagar Haveli and Daman and Diu",27839,27241,97
"2020-06","2020-06-21","Delhi",370014,,59746
"2020-06","2020-06-21","Goa",52301,,818
"2020-06","2020-06-21","Gujarat",324874,,27317
"2020-06","2020-06-21","Haryana",217797,201984,10635
"2020-06","2020-06-21","Himachal Pradesh",64338,62882,673
"2020-06","2020-06-21","Jammu and Kashmir",307638,301682,5956
"2020-06","2020-06-21","Jharkhand",121770,119681,2089
"2020-06","2020-06-21","Karnataka",506765,485345,9150
"2020-06","2020-06-21","Kerala",183201,,3173
"2020-06","2020-06-21","Ladakh",12838,10398,837
"2020-06","2020-06-21","Madhya Pradesh",296943,280480,11903
"2020-06","2020-06-21","Maharashtra",775958,639731,128205
"2020-06","2020-06-21","Manipur",35943,,841
"2020-06","2020-06-21","Mizoram",8718,,141
"2020-06","2020-06-21","Nagaland",9971,,211
"2020-06","2020-06-21","Odisha",224402,,5160
"2020-06","2020-06-21","Puducherry",12781,12233,389
"2020-06","2020-06-21","Punjab",240803,,4074
"2020-06","2020-06-21","Rajasthan",699126,680233,14930
"2020-06","2020-06-21","Sikkim",9354,8803,70
"2020-06","2020-06-21","Tamil Nadu",892612,832720,59377
"2020-06","2020-06-21","Telangana",57054,49252,7802
"2020-06","2020-06-21","Tripura",54983,53759,1224
"2020-06","2020-06-21","Uttar Pradesh",560697,,17731
"2020-06","2020-06-21","Uttarakhand",55819,46286,2324
"2020-06","2020-06-21","West Bengal",401491,,13945
"2020-06","2020-06-22","Andaman and Nicobar Islands",13511,,48
"2020-06","2020-06-22","Andhra Pradesh",693548,684176,9372
"2020-06","2020-06-22","Arunachal Pradesh",19799,18123,148
"2020-06","2020-06-22","Assam",301557,,5586
"2020-06","2020-06-22","Bihar",163476,,7808
"2020-06","2020-06-22","Chandigarh",6745,6301,410
"2020-06","2020-06-22","Chhattisgarh",129731,124679,2302
"2020-06","2020-06-22","Dadra and Nagar Haveli and Daman and Diu",28364,27572,112
"2020-06","2020-06-22","Delhi",384696,,62655
"2020-06","2020-06-22","Goa",53050,,864
"2020-06","2020-06-22","Gujarat",329343,,27880
"2020-06","2020-06-22","Haryana",222948,206436,11025
"2020-06","2020-06-22","Himachal Pradesh",65189,64324,727
"2020-06","2020-06-22","Jammu and Kashmir",313687,307599,6088
"2020-06","2020-06-22","Jharkhand",124008,121868,2140
"2020-06","2020-06-22","Karnataka",515969,493921,9399
"2020-06","2020-06-22","Kerala",185903,,3311
"2020-06","2020-06-22","Ladakh",13018,10715,847
"2020-06","2020-06-22","Madhya Pradesh",302673,286516,12078
"2020-06","2020-06-22","Maharashtra",789016,649446,132075
"2020-06","2020-06-22","Manipur",38286,,898
"2020-06","2020-06-22","Meghalaya",16296,,44
"2020-06","2020-06-22","Mizoram",9277,,142
"2020-06","2020-06-22","Nagaland",10599,,280
"2020-06","2020-06-22","Odisha",227860,,5303
"2020-06","2020-06-22","Puducherry",13037,12526,407
"2020-06","2020-06-22","Punjab",246760,,4235
"2020-06","2020-06-22","Rajasthan",709592,691507,15232
"2020-06","2020-06-22","Sikkim",9449,,78
"2020-06","2020-06-22","Tamil Nadu",919204,856475,62087
"2020-06","2020-06-22","Telangana",60243,51569,8674
"2020-06","2020-06-22","Tripura",56035,54795,1240
"2020-06","2020-06-22","Uttar Pradesh",574304,,18322
"2020-06","2020-06-22","Uttarakhand",56724,47852,2401
"2020-06","2020-06-22","West Bengal",410854,,14358
"2020-06","2020-06-23","Andaman and Nicobar Islands",13723,,50
"2020-06","2020-06-23","Andhra Pradesh",714187,704353,9834
"2020-06","2020-06-23","Arunachal Pradesh",20398,18571,158
"2020-06","2020-06-23","Assam",323258,,5853
"2020-06","2020-06-23","Bihar",169401,,7974
"2020-06","2020-06-23","Chandigarh",6840,6390,415
"2020-06","2020-06-23","Chhattisgarh",133753,127831,2356
"2020-06","2020-06-23","Dadra and Nagar Haveli and Daman and Diu",29072,28096,121
"2020-06","2020-06-23","Delhi",401648,,66602
"2020-06","2020-06-23","Goa",54781,,909
"2020-06","2020-06-23","Gujarat",334326,,28429
"2020-06","2020-06-23","Haryana",226951,210998,11520
"2020-06","2020-06-23","Himachal Pradesh",67020,65803,775
"2020-06","2020-06-23","Jammu and Kashmir",319664,313428,6236
"2020-06","2020-06-23","Jharkhand",126007,123814,2193
"2020-06","2020-06-23","Karnataka",526538,503734,9721
"2020-06","2020-06-23","Kerala",192059,,3452
"2020-06","2020-06-23","Ladakh",13118,10927,932
"2020-06","2020-06-23","Madhya Pradesh",307812,291733,12261
"2020-06","2020-06-23","Maharashtra",804726,662098,142628
"2020-06","2020-06-23","Manipur",40829,,921
"2020-06","2020-06-23","Meghalaya",16637,,46
"2020-06","2020-06-23","Mizoram",9840,,142
"2020-06","2020-06-23","Nagaland",11173,,330
"2020-06","2020-06-23","Odisha",231356,,5470
"2020-06","2020-06-23","Puducherry",13435,12835,426
"2020-06","2020-06-23","Punjab",255380,,4397
"2020-06","2020-06-23","Rajasthan",726077,706363,15627
"2020-06","2020-06-23","Sikkim",9594,,79
"2020-06","2020-06-23","Tamil Nadu",944352,879176,64603
"2020-06","2020-06-23","Telangana",63249,53696,9553
"2020-06","2020-06-23","Tripura",56901,55638,1263
"2020-06","2020-06-23","Uttar Pradesh",588186,,18893
"2020-06","2020-06-23","Uttarakhand",58338,49478,2505
"2020-06","2020-06-23","West Bengal",420277,,14728
"2020-06","2020-06-24","Andaman and Nicobar Islands",13994,,56
"2020-06","2020-06-24","Andhra Pradesh",750234,739903,10331
"2020-06","2020-06-24","Arunachal Pradesh",20938,18979,160
"2020-06","2020-06-24","Assam",336091,,6282
"2020-06","2020-06-24","Bihar",175103,,8180
"2020-06","2020-06-24","Chandigarh",6981,6528,420
"2020-06","2020-06-24","Chhattisgarh",137400,132332,2419
"2020-06","2020-06-24","Dadra and Nagar Haveli and Daman and Diu",29403,28697,134
"2020-06","2020-06-24","Delhi",420707,,70390
"2020-06","2020-06-24","Goa",56925,,951
"2020-06","2020-06-24","Gujarat",340080,,29001
"2020-06","2020-06-24","Haryana",231673,214896,12010
"2020-06","2020-06-24","Himachal Pradesh",68899,67420,806
"2020-06","2020-06-24","Jammu and Kashmir",326430,320008,6422
"2020-06","2020-06-24","Jharkhand",128214,125995,2219
"2020-06","2020-06-24","Karnataka",539247,515388,10118
"2020-06","2020-06-24","Kerala",197567,,3604
"2020-06","2020-06-24","Ladakh",13313,11191,932
"2020-06","2020-06-24","Madhya Pradesh",314978,298712,12448
"2020-06","2020-06-24","Maharashtra",826139,679328,146811
"2020-06","2020-06-24","Manipur",43477,,970
"2020-06","2020-06-24","Meghalaya",17115,,46
"2020-06","2020-06-24","Mizoram",10486,,145
"2020-06","2020-06-24","Nagaland",11867,,347
"2020-06","2020-06-24","Odisha",235627,,5752
"2020-06","2020-06-24","Puducherry",13861,13171,489
"2020-06","2020-06-24","Punjab",260857,,4627
"2020-06","2020-06-24","Rajasthan",740855,721511,16009
"2020-06","2020-06-24","Sikkim",9849,,83
"2020-06","2020-06-24","Tamil Nadu",976431,908292,67468
"2020-06","2020-06-24","Telangana",67318,56874,10444
"2020-06","2020-06-24","Tripura",57753,56490,1263
"2020-06","2020-06-24","Uttar Pradesh",603390,,19557
"2020-06","2020-06-24","Uttarakhand",59616,50950,2568
"2020-06","2020-06-24","West Bengal",429766,,15173
"2020-06","2020-06-25","Andaman and Nicobar Islands",14277,,59
"2020-06","2020-06-25","Andhra Pradesh",769319,758435,10884
"2020-06","2020-06-25","Arunachal Pradesh",21274,19298,172
"2020-06","2020-06-25","Assam",351753,,6646
"2020-06","2020-06-25","Bihar",181737,,8381
"2020-06","2020-06-25","Chandigarh",7072,6618,423
"2020-06","2020-06-25","Chhattisgarh",142090,,2456
"2020-06","2020-06-25","Dadra and Nagar Haveli and Daman and Diu",30188,29015,154
"2020-06","2020-06-25","Delhi",438012,,73780
"2020-06","2020-06-25","Goa",58584,,995
"2020-06","2020-06-25","Gujarat",345278,,29578
"2020-06","2020-06-25","Haryana",236898,219064,12463
"2020-06","2020-06-25","Himachal Pradesh",71078,69917,839
"2020-06","2020-06-25","Jammu and Kashmir",332445,325896,6549
"2020-06","2020-06-25","Jharkhand",131169,128908,2261
"2020-06","2020-06-25","Karnataka",553325,527731,10560
"2020-06","2020-06-25","Kerala",203574,,3727
"2020-06","2020-06-25","Ladakh",13521,11285,941
"2020-06","2020-06-25","Madhya Pradesh",321595,305182,12595
"2020-06","2020-06-25","Maharashtra",850410,698587,151823
"2020-06","2020-06-25","Manipur",45253,,1056
"2020-06","2020-06-25","Meghalaya",17591,,46
"2020-06","2020-06-25","Mizoram",11672,,145
"2020-06","2020-06-25","Nagaland",12546,,355
"2020-06","2020-06-25","Odisha",239815,,5962
"2020-06","2020-06-25","Puducherry",14267,13474,532
"2020-06","2020-06-25","Punjab",269037,,4769
"2020-06","2020-06-25","Rajasthan",757137,737395,16296
"2020-06","2020-06-25","Sikkim",10025,,85
"2020-06","2020-06-25","Tamil Nadu",1008974,937412,70977
"2020-06","2020-06-25","Telangana",70934,59570,11364
"2020-06","2020-06-25","Tripura",59025,57730,1295
"2020-06","2020-06-25","Uttar Pradesh",620954,,20193
"2020-06","2020-06-25","Uttarakhand",61165,52289,2642
"2020-06","2020-06-25","West Bengal",439258,,15648
"2020-06","2020-06-26","Andaman and Nicobar Islands",14583,,72
"2020-06","2020-06-26","Andhra Pradesh",791624,780135,11489
"2020-06","2020-06-26","Arunachal Pradesh",21890,19877,174
"2020-06","2020-06-26","Assam",362713,,6646
"2020-06","2020-06-26","Bihar",189643,,8611
"2020-06","2020-06-26","Chandigarh",7201,6746,424
"2020-06","2020-06-26","Chhattisgarh",144828,,2545
"2020-06","2020-06-26","Dadra and Nagar Haveli and Daman and Diu",30602,29864,169
"2020-06","2020-06-26","Delhi",459156,,77240
"2020-06","2020-06-26","Goa",60350,,1039
"2020-06","2020-06-26","Gujarat",351179,321021,30158
"2020-06","2020-06-26","Haryana",241941,223797,12884
"2020-06","2020-06-26","Himachal Pradesh",72688,71426,864
"2020-06","2020-06-26","Jammu and Kashmir",338903,332141,6762
"2020-06","2020-06-26","Jharkhand",133082,130788,2294
"2020-06","2020-06-26","Karnataka",568058,541548,11005
"2020-06","2020-06-26","Kerala",209456,,3877
"2020-06","2020-06-26","Ladakh",13636,11563,946
"2020-06","2020-06-26","Madhya Pradesh",329079,312463,12798
"2020-06","2020-06-26","Maharashtra",873570,717113,156457
"2020-06","2020-06-26","Meghalaya",18103,,48
"2020-06","2020-06-26","Mizoram",12753,,147
"2020-06","2020-06-26","Nagaland",13085,,371
"2020-06","2020-06-26","Odisha",244588,,6180
"2020-06","2020-06-26","Puducherry",14689,13908,565
"2020-06","2020-06-26","Punjab",276919,,4957
"2020-06","2020-06-26","Rajasthan",770174,750535,16660
"2020-06","2020-06-26","Sikkim",10212,,86
"2020-06","2020-06-26","Tamil Nadu",1042649,967356,74622
"2020-06","2020-06-26","Telangana",75308,62959,12349
"2020-06","2020-06-26","Tripura",60199,58869,1330
"2020-06","2020-06-26","Uttar Pradesh",642833,,20943
"2020-06","2020-06-26","Uttarakhand",62500,54007,2725
"2020-06","2020-06-26","West Bengal",448795,,16190
"2020-06","2020-06-27","Andaman and Nicobar Islands",14851,,73
"2020-06","2020-06-27","Andhra Pradesh",816082,803797,12285
"2020-06","2020-06-27","Arunachal Pradesh",22623,20209,177
"2020-06","2020-06-27","Assam",374519,,6919
"2020-06","2020-06-27","Bihar",198385,,8859
"2020-06","2020-06-27","Chandigarh",7342,6883,427
"2020-06","2020-06-27","Chhattisgarh",152874,,2602
"2020-06","2020-06-27","Dadra and Nagar Haveli and Daman and Diu",31015,30316,184
"2020-06","2020-06-27","Delhi",478336,,80188
"2020-06","2020-06-27","Goa",61687,,1128
"2020-06","2020-06-27","Gujarat",357148,,30773
"2020-06","2020-06-27","Haryana",247139,228275,13427
"2020-06","2020-06-27","Himachal Pradesh",74764,73722,894
"2020-06","2020-06-27","Jammu and Kashmir",345426,338460,6966
"2020-06","2020-06-27","Jharkhand",135276,132937,2339
"2020-06","2020-06-27","Karnataka",581635,554095,11923
"2020-06","2020-06-27","Kerala",215243,,4072
"2020-06","2020-06-27","Ladakh",13717,11775,960
"2020-06","2020-06-27","Madhya Pradesh",337041,320258,12965
"2020-06","2020-06-27","Maharashtra",900423,738255,162168
"2020-06","2020-06-27","Manipur",48220,,1092
"2020-06","2020-06-27","Meghalaya",18288,17741,48
"2020-06","2020-06-27","Mizoram",12846,,150
"2020-06","2020-06-27","Nagaland",14217,,387
"2020-06","2020-06-27","Odisha",249902,,6350
"2020-06","2020-06-27","Puducherry",15225,14380,654
"2020-06","2020-06-27","Punjab",284431,,5056
"2020-06","2020-06-27","Rajasthan",784803,764966,16944
"2020-06","2020-06-27","Sikkim",10219,,87
"2020-06","2020-06-27","Tamil Nadu",1077454,998543,78335
"2020-06","2020-06-27","Telangana",79231,65795,13436
"2020-06","2020-06-27","Tripura",61194,59855,1339
"2020-06","2020-06-27","Uttar Pradesh",663096,,21549
"2020-06","2020-06-27","Uttarakhand",63960,54918,2791
"2020-06","2020-06-27","West Bengal",458343,,16711
"2020-06","2020-06-28","Andaman and Nicobar Islands",15094,,83
"2020-06","2020-06-28","Andhra Pradesh",841860,828762,13098
"2020-06","2020-06-28","Arunachal Pradesh",23011,20673,182
"2020-06","2020-06-28","Assam",385299,,7165
"2020-06","2020-06-28","Bihar",205832,,9117
"2020-06","2020-06-28","Chandigarh",7455,6992,429
"2020-06","2020-06-28","Chhattisgarh",154526,,2694
"2020-06","2020-06-28","Dadra and Nagar Haveli and Daman and Diu",31321,30781,188
"2020-06","2020-06-28","Delhi",498416,,83077
"2020-06","2020-06-28","Goa",62945,,1198
"2020-06","2020-06-28","Gujarat",363306,,31397
"2020-06","2020-06-28","Haryana",252356,233567,13829
"2020-06","2020-06-28","Himachal Pradesh",76556,75285,916
"2020-06","2020-06-28","Jammu and Kashmir",351865,344772,7093
"2020-06","2020-06-28","Jharkhand",137438,135074,2364
"2020-06","2020-06-28","Karnataka",595470,566543,13190
"2020-06","2020-06-28","Kerala",220821,,4190
"2020-06","2020-06-28","Madhya Pradesh",344836,327832,13186
"2020-06","2020-06-28","Maharashtra",926934,758546,168388
"2020-06","2020-06-28","Meghalaya",18441,17741,50
"2020-06","2020-06-28","Mizoram",13012,,151
"2020-06","2020-06-28","Nagaland",15240,,415
"2020-06","2020-06-28","Odisha",255809,,6614
"2020-06","2020-06-28","Puducherry",15892,14969,682
"2020-06","2020-06-28","Punjab",289923,,5216
"2020-06","2020-06-28","Rajasthan",800214,780247,17271
"2020-06","2020-06-28","Sikkim",10364,,88
"2020-06","2020-06-28","Tamil Nadu",1110402,1028127,82275
"2020-06","2020-06-28","Telangana",82458,68039,14419
"2020-06","2020-06-28","Tripura",62278,60927,1351
"2020-06","2020-06-28","Uttar Pradesh",684296,,22147
"2020-06","2020-06-28","Uttarakhand",64984,55892,2823
"2020-06","2020-06-28","West Bengal",468906,,17283
"2020-06","2020-06-29","Andaman and Nicobar Islands",15410,,90
"2020-06","2020-06-29","Andhra Pradesh",872076,858185,13891
"2020-06","2020-06-29","Arunachal Pradesh",23709,21408,187
"2020-06","2020-06-29","Assam",399393,,7492
"2020-06","2020-06-29","Bihar",212659,,9506
"2020-06","2020-06-29","Chandigarh",7548,7083,434
"2020-06","2020-06-29","Chhattisgarh",156386,,2761
"2020-06","2020-06-29","Dadra and Nagar Haveli and Daman and Diu",31602,30977,203
"2020-06","2020-06-29","Delhi",514573,,85161
"2020-06","2020-06-29","Goa",64375,,1251
"2020-06","2020-06-29","Gujarat",367739,,32023
"2020-06","2020-06-29","Haryana",260341,241356,14210
"2020-06","2020-06-29","Himachal Pradesh",77384,76413,942
"2020-06","2020-06-29","Jammu and Kashmir",358530,351293,7237
"2020-06","2020-06-29","Jharkhand",139907,137481,2426
"2020-06","2020-06-29","Karnataka",605159,575337,14295
"2020-06","2020-06-29","Kerala",224737,,4311
"2020-06","2020-06-29","Ladakh",13886,11880,964
"2020-06","2020-06-29","Madhya Pradesh",353612,336424,13370
"2020-06","2020-06-29","Maharashtra",946518,773291,173227
"2020-06","2020-06-29","Manipur",49882,,1227
"2020-06","2020-06-29","Meghalaya",18707,18651,51
"2020-06","2020-06-29","Mizoram",13072,,151
"2020-06","2020-06-29","Nagaland",15905,,434
"2020-06","2020-06-29","Odisha",260428,,6859
"2020-06","2020-06-29","Puducherry",16479,15596,690
"2020-06","2020-06-29","Punjab",294448,,5418
"2020-06","2020-06-29","Rajasthan",809777,789921,17660
"2020-06","2020-06-29","Sikkim",10440,,88
"2020-06","2020-06-29","Tamil Nadu",1140441,1054217,86224
"2020-06","2020-06-29","Telangana",85106,69712,15394
"2020-06","2020-06-29","Tripura",63364,61979,1385
"2020-06","2020-06-29","Uttar Pradesh",707839,,22828
"2020-06","2020-06-29","Uttarakhand",66396,56715,2831
"2020-06","2020-06-29","West Bengal",478419,,17907
"2020-06","2020-06-30","Andaman and Nicobar Islands",15709,,97
"2020-06","2020-06-30","Andhra Pradesh",890190,875595,14595
"2020-06","2020-06-30","Arunachal Pradesh",24237,21766,191
"2020-06","2020-06-30","Assam",412214,,7835
"2020-06","2020-06-30","Bihar",220890,,9744
"2020-06","2020-06-30","Chandigarh",7689,7219,440
"2020-06","2020-06-30","Chhattisgarh",160650,,2858
"2020-06","2020-06-30","Dadra and Nagar Haveli and Daman and Diu",32031,31396,213
"2020-06","2020-06-30","Delhi",531752,,87360
"2020-06","2020-06-30","Goa",66491,,1315
"2020-06","2020-06-30","Gujarat",373613,,32643
"2020-06","2020-06-30","Haryana",264203,244000,14548
"2020-06","2020-06-30","Himachal Pradesh",79499,78335,953
"2020-06","2020-06-30","Jammu and Kashmir",365058,357561,7497
"2020-06","2020-06-30","Jharkhand",142641,140151,2490
"2020-06","2020-06-30","Karnataka",620747,589637,15242
"2020-06","2020-06-30","Kerala",231570,,4442
"2020-06","2020-06-30","Madhya Pradesh",365467,346060,13593
"2020-06","2020-06-30","Maharashtra",970161,792216,177945
"2020-06","2020-06-30","Meghalaya",19294,18651,52
"2020-06","2020-06-30","Mizoram",13746,,151
"2020-06","2020-06-30","Nagaland",16563,,459
"2020-06","2020-06-30","Odisha",265431,,7065
"2020-06","2020-06-30","Puducherry",17281,16180,714
"2020-06","2020-06-30","Punjab",301830,,5568
"2020-06","2020-06-30","Rajasthan",824213,803554,18014
"2020-06","2020-06-30","Sikkim",10535,,88
"2020-06","2020-06-30","Tamil Nadu",1170683,1080516,90167
"2020-06","2020-06-30","Telangana",88563,72224,16339
"2020-06","2020-06-30","Tripura",64478,63085,1393
"2020-06","2020-06-30","Uttar Pradesh",727793,,23492
"2020-06","2020-06-30","Uttarakhand",69024,57862,2881
"2020-06","2020-06-30","West Bengal",488038,,18559
"2020-07","2020-07-01","Andaman and Nicobar Islands",15982,,100
"2020-07","2020-07-01","Andhra Pradesh",918429,903177,15252
"2020-07","2020-07-01","Arunachal Pradesh",24856,22443,195
"2020-07","2020-07-01","Assam",419878,,8547
"2020-07","2020-07-01","Bihar",228689,,10075
"2020-07","2020-07-01","Chandigarh",7792,7317,446
"2020-07","2020-07-01","Chhattisgarh",163662,,2940
"2020-07","2020-07-01","Dadra and Nagar Haveli and Daman and Diu",32435,31783,229
"2020-07","2020-07-01","Delhi",551708,,89802
"2020-07","2020-07-01","Goa",67822,,1387
"2020-07","2020-07-01","Gujarat",380640,,33318
"2020-07","2020-07-01","Haryana",269726,249453,14941
"2020-07","2020-07-01","Himachal Pradesh",81516,80387,979
"2020-07","2020-07-01","Jammu and Kashmir",371486,363791,7695
"2020-07","2020-07-01","Jharkhand",145692,143167,2525
